model,case,activities
BPIC19f,1070,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1071,"['vendor_creates_invoice', 'srm:_created', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1072,"['srm:_created', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_document_completed', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1073,"['srm:_created', 'srm:_complete', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1074,"['srm:_created', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'srm:_complete', '<EOS>']"
BPIC19f,1075,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_document_completed', 'srm:_ordered', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1076,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'vendor_creates_invoice', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'record_invoice_receipt', 'record_goods_receipt', 'record_service_entry_sheet', 'record_goods_receipt', 'record_service_entry_sheet', 'record_service_entry_sheet', 'record_goods_receipt', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1077,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'record_goods_receipt', '<EOS>']"
BPIC19f,1078,"['srm:_created', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_complete', 'srm:_document_completed', 'srm:_change_was_transmitted', 'srm:_created', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_deleted', '<EOS>']"
BPIC19f,1079,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_ordered', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1080,"['srm:_created', 'srm:_ordered', 'srm:_complete', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1081,"['srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1082,"['vendor_creates_invoice', 'srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_ordered', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_change_was_transmitted', 'record_invoice_receipt', 'record_goods_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,1083,"['vendor_creates_invoice', 'srm:_created', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_complete', 'record_invoice_receipt', 'record_goods_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,1084,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'create_purchase_order_item', 'srm:_ordered', 'srm:_awaiting_approval', 'record_invoice_receipt', 'vendor_creates_invoice', 'vendor_creates_invoice', 'record_goods_receipt', 'remove_payment_block', 'clear_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1085,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1086,"['srm:_created', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_document_completed', 'srm:_complete', '<EOS>']"
BPIC19f,1087,"['srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_invoice_receipt', 'record_goods_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,1088,"['srm:_created', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_complete', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1089,"['srm:_created', 'srm:_ordered', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1090,"['srm:_created', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1091,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1092,"['srm:_created', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1093,"['srm:_created', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_ordered', 'create_purchase_order_item', 'srm:_complete', 'srm:_document_completed', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1094,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1095,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_complete', 'srm:_awaiting_approval', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1096,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1097,"['vendor_creates_invoice', 'srm:_created', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_ordered', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1098,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'srm:_deleted', 'srm:_awaiting_approval', 'delete_purchase_order_item', 'srm:_ordered', 'srm:_transaction_completed', 'srm:_document_completed', '<EOS>']"
BPIC19f,1099,"['srm:_created', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1100,"['srm:_created', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_awaiting_approval', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1101,"['srm:_created', 'srm:_complete', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1102,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1103,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1104,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1105,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1106,"['srm:_created', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'record_goods_receipt', '<EOS>']"
BPIC19f,1107,"['srm:_created', 'srm:_complete', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_ordered', 'record_goods_receipt', '<EOS>']"
BPIC19f,1108,"['srm:_created', 'srm:_ordered', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_complete', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1109,"['srm:_created', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'vendor_creates_invoice', 'srm:_deleted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'change_price', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1110,"['vendor_creates_invoice', 'vendor_creates_debit_memo', 'srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_ordered', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'cancel_invoice_receipt', 'clear_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1111,"['srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_ordered', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', '<EOS>']"
BPIC19f,1112,"['srm:_created', 'srm:_complete', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_ordered', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_ordered', 'srm:_deleted', 'delete_purchase_order_item', '<EOS>']"
BPIC19f,1113,"['srm:_created', 'create_purchase_order_item', 'srm:_ordered', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', '<EOS>']"
BPIC19f,1114,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'srm:_ordered', 'create_purchase_order_item', '<EOS>']"
BPIC19f,1115,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1116,"['srm:_created', 'srm:_ordered', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1117,"['srm:_created', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1118,"['srm:_created', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1119,"['vendor_creates_invoice', 'srm:_created', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_complete', 'srm:_change_was_transmitted', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1120,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1121,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_complete', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1122,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'record_goods_receipt', '<EOS>']"
BPIC19f,1123,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'record_goods_receipt', '<EOS>']"
BPIC19f,1124,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1125,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'record_goods_receipt', '<EOS>']"
BPIC19f,1126,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'record_goods_receipt', '<EOS>']"
BPIC19f,1127,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1128,"['srm:_created', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_ordered', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1129,"['srm:_created', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_document_completed', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1130,"['srm:_created', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1131,"['srm:_created', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'srm:_created', 'srm:_created', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'srm:_deleted', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_complete', 'srm:_ordered', 'srm:_deleted', 'srm:_in_transfer_to_execution_syst.', '<EOS>']"
BPIC19f,1132,"['srm:_created', 'srm:_complete', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'srm:_document_completed', 'record_goods_receipt', '<EOS>']"
BPIC19f,1133,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1134,"['srm:_created', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_complete', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1135,"['srm:_created', 'srm:_complete', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1136,"['srm:_created', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1137,"['srm:_created', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1138,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_ordered', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1139,"['srm:_created', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1140,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1141,"['srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1142,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1143,"['srm:_created', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1144,"['srm:_created', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_created', 'srm:_transaction_completed', 'delete_purchase_order_item', 'srm:_deleted', 'srm:_in_transfer_to_execution_syst.', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_ordered', '<EOS>']"
BPIC19f,1145,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_complete', 'srm:_ordered', '<EOS>']"
BPIC19f,1146,"['vendor_creates_invoice', 'srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1147,"['srm:_created', 'srm:_complete', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_awaiting_approval', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1148,"['srm:_created', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1149,"['srm:_created', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_ordered', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1150,"['srm:_created', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', '<EOS>']"
BPIC19f,1151,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_document_completed', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,1152,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
